order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,shipping_days,gender,name,city,state_code,state,country,continent,birthday,age,country_store,state_store,open_date,product_name,brand,color,subcategorykey,subcategory,categorykey,category,cost_usd,price_usd,date,currency,exchange
406001,6,"2016-02-10 00:00:00","2016-02-15 00:00:00",1610147,0,450,1,USD,5,FEMALE,"ELIZABETH GILLIAM",SPRINGFIELD,MA,MASSACHUSETTS,"UNITED STATES","NORTH AMERICA","1965-01-03 00:00:00",59,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI DESKTOP PC2.33 X2330 BROWN","WIDE WORLD IMPORTERS",BROWN,303,DESKTOPS,3,COMPUTERS,304.48,919,"2016-02-10 00:00:00",USD,1
406001,7,"2016-02-10 00:00:00","2016-02-15 00:00:00",1610147,0,452,2,USD,5,FEMALE,"ELIZABETH GILLIAM",SPRINGFIELD,MA,MASSACHUSETTS,"UNITED STATES","NORTH AMERICA","1965-01-03 00:00:00",59,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI DESKTOP PC1.60 E1600 RED","WIDE WORLD IMPORTERS",RED,303,DESKTOPS,3,COMPUTERS,112.14,219.95,"2016-02-10 00:00:00",USD,1
406002,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",1954639,47,1791,1,USD,0,MALE,"SLAVOMÍR LIKA","EAST POINT",GA,GEORGIA,"UNITED STATES","NORTH AMERICA","1973-08-07 00:00:00",51,"UNITED STATES",HAWAII,"2015-04-04 00:00:00","MGS KINGS & MYTHS: THE AGE COLLECTION2009 E147","TAILSPIN TOYS",PINK,702,"DOWNLOAD GAMES",7,"GAMES AND TOYS",21.92,43,"2016-02-10 00:00:00",USD,1
406002,2,"2016-02-10 00:00:00","2016-02-10 00:00:00",1954639,47,64,7,USD,0,MALE,"SLAVOMÍR LIKA","EAST POINT",GA,GEORGIA,"UNITED STATES","NORTH AMERICA","1973-08-07 00:00:00",51,"UNITED STATES",HAWAII,"2015-04-04 00:00:00","WWI 2GB SPY VIDEO RECORDER PEN M300 SILVER","WIDE WORLD IMPORTERS",SILVER,104,"RECORDING PEN",1,AUDIO,83.24,181,"2016-02-10 00:00:00",USD,1
406002,3,"2016-02-10 00:00:00","2016-02-10 00:00:00",1954639,47,1191,1,USD,0,MALE,"SLAVOMÍR LIKA","EAST POINT",GA,GEORGIA,"UNITED STATES","NORTH AMERICA","1973-08-07 00:00:00",51,"UNITED STATES",HAWAII,"2015-04-04 00:00:00","FABRIKAM SOCIAL VIDEOGRAPHER 2/3" 17MM E100 ORANGE",FABRIKAM,ORANGE,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",81.57,160,"2016-02-10 00:00:00",USD,1
406003,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",1310201,65,432,10,USD,0,MALE,"JAMES HOLBROOK",ASHEVILLE,NC,"NORTH CAROLINA","UNITED STATES","NORTH AMERICA","1965-09-22 00:00:00",58,"UNITED STATES","WEST VIRGINIA","2012-01-01 00:00:00","ADVENTURE WORKS DESKTOP PC1.80 ED182 BROWN","ADVENTURE WORKS",BROWN,303,DESKTOPS,3,COMPUTERS,254.86,499.9,"2016-02-10 00:00:00",USD,1
406003,2,"2016-02-10 00:00:00","2016-02-10 00:00:00",1310201,65,100,3,USD,0,MALE,"JAMES HOLBROOK",ASHEVILLE,NC,"NORTH CAROLINA","UNITED STATES","NORTH AMERICA","1965-09-22 00:00:00",58,"UNITED STATES","WEST VIRGINIA","2012-01-01 00:00:00","WWI WIRELESS BLUETOOTH STEREO HEADPHONES M170 WHITE","WIDE WORLD IMPORTERS",WHITE,106,"BLUETOOTH HEADPHONES",1,AUDIO,55.18,120,"2016-02-10 00:00:00",USD,1
406004,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",1389462,43,725,1,USD,0,MALE,"GARY QUILES","ANN ARBOR",MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","2001-05-17 00:00:00",23,"UNITED STATES",ALASKA,"2015-01-01 00:00:00","PROSEWARE OFFICE JET WIRELESS ALL-IN-ONE INKJET PRINTER M600 WHITE",PROSEWARE,WHITE,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,87.37,190,"2016-02-10 00:00:00",USD,1
406005,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",1883820,61,2495,7,USD,0,MALE,"JAKE LEE",SYRACUSE,NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1940-08-10 00:00:00",84,"UNITED STATES","SOUTH CAROLINA","2012-12-15 00:00:00","HEADPHONE ADAPTER FOR CONTOSO PHONE E130 BLACK",CONTOSO,BLACK,505,"CELL PHONES ACCESSORIES",5,"CELL PHONES",5.09,9.99,"2016-02-10 00:00:00",USD,1
406005,2,"2016-02-10 00:00:00","2016-02-10 00:00:00",1883820,61,90,3,USD,0,MALE,"JAKE LEE",SYRACUSE,NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1940-08-10 00:00:00",84,"UNITED STATES","SOUTH CAROLINA","2012-12-15 00:00:00","NT WIRELESS TRANSMITTER AND BLUETOOTH HEADPHONES M150 SILVER","NORTHWIND TRADERS",SILVER,106,"BLUETOOTH HEADPHONES",1,AUDIO,49.69,149.99,"2016-02-10 00:00:00",USD,1
406006,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",761306,29,593,2,EUR,0,FEMALE,"ANTONINA DAVIDE",TOLL,BZ,BOLZANO,ITALY,EUROPE,"2000-01-19 00:00:00",24,ITALY,ENNA,"2008-01-01 00:00:00","CONTOSO SCREEN 125IN M250 WHITE",CONTOSO,WHITE,305,"PROJECTORS & SCREENS",3,COMPUTERS,152.08,459,"2016-02-10 00:00:00",EUR,0.8883
406006,2,"2016-02-10 00:00:00","2016-02-10 00:00:00",761306,29,62,3,EUR,0,FEMALE,"ANTONINA DAVIDE",TOLL,BZ,BOLZANO,ITALY,EUROPE,"2000-01-19 00:00:00",24,ITALY,ENNA,"2008-01-01 00:00:00","WWI 2GB SPY VIDEO RECORDER PEN M300 WHITE","WIDE WORLD IMPORTERS",WHITE,104,"RECORDING PEN",1,AUDIO,83.24,181,"2016-02-10 00:00:00",EUR,0.8883
406006,3,"2016-02-10 00:00:00","2016-02-10 00:00:00",761306,29,1584,1,EUR,0,FEMALE,"ANTONINA DAVIDE",TOLL,BZ,BOLZANO,ITALY,EUROPE,"2000-01-19 00:00:00",24,ITALY,ENNA,"2008-01-01 00:00:00","SV DVD 38 DVD STORAGE BINDER E25 BLACK","SOUTHRIDGE VIDEO",BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",5.09,9.99,"2016-02-10 00:00:00",EUR,0.8883
406006,4,"2016-02-10 00:00:00","2016-02-10 00:00:00",761306,29,979,7,EUR,0,FEMALE,"ANTONINA DAVIDE",TOLL,BZ,BOLZANO,ITALY,EUROPE,"2000-01-19 00:00:00",24,ITALY,ENNA,"2008-01-01 00:00:00","A. DATUM CONSUMER DIGITAL CAMERA E100 PINK","A. DATUM",PINK,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",143.26,281,"2016-02-10 00:00:00",EUR,0.8883
406006,5,"2016-02-10 00:00:00","2016-02-10 00:00:00",761306,29,135,1,EUR,0,FEMALE,"ANTONINA DAVIDE",TOLL,BZ,BOLZANO,ITALY,EUROPE,"2000-01-19 00:00:00",24,ITALY,ENNA,"2008-01-01 00:00:00","ADVENTURE WORKS 20" LCD HDTV M120 WHITE","ADVENTURE WORKS",WHITE,201,TELEVISIONS,2,"TV AND VIDEO",160.93,349.95,"2016-02-10 00:00:00",EUR,0.8883
406006,6,"2016-02-10 00:00:00","2016-02-10 00:00:00",761306,29,1703,2,EUR,0,FEMALE,"ANTONINA DAVIDE",TOLL,BZ,BOLZANO,ITALY,EUROPE,"2000-01-19 00:00:00",24,ITALY,ENNA,"2008-01-01 00:00:00","SV HAND GAMES FOR KIDS E30 SILVER","SOUTHRIDGE VIDEO",SILVER,701,"BOXED GAMES",7,"GAMES AND TOYS",2.75,5.39,"2016-02-10 00:00:00",EUR,0.8883
406007,1,"2016-02-10 00:00:00","2016-02-20 00:00:00",1451764,0,1602,2,USD,10,MALE,"RICHARD LANE","MIAMI SPRINGS",FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1977-12-11 00:00:00",46,ONLINE,ONLINE,"2010-01-01 00:00:00","SV DVD 12-INCH PLAYER PORTABLE M400 BLACK","SOUTHRIDGE VIDEO",BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",82.77,179.99,"2016-02-10 00:00:00",USD,1
406008,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,430,1,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","ADVENTURE WORKS DESKTOP PC1.60 ED160 BROWN","ADVENTURE WORKS",BROWN,303,DESKTOPS,3,COMPUTERS,137.63,269.95,"2016-02-10 00:00:00",USD,1
406008,2,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,435,9,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","ADVENTURE WORKS DESKTOP PC1.60 ED160 WHITE","ADVENTURE WORKS",WHITE,303,DESKTOPS,3,COMPUTERS,137.63,269.95,"2016-02-10 00:00:00",USD,1
406008,3,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,152,4,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","ADVENTURE WORKS 40" LCD HDTV M690 BROWN","ADVENTURE WORKS",BROWN,201,TELEVISIONS,2,"TV AND VIDEO",392.6,1184.97,"2016-02-10 00:00:00",USD,1
406008,4,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,2421,5,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","LITWARE 20'' BOX FAN E401 WHITE",LITWARE,WHITE,808,FANS,8,"HOME APPLIANCES",13.25,25.99,"2016-02-10 00:00:00",USD,1
406008,5,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,1703,3,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","SV HAND GAMES FOR KIDS E30 SILVER","SOUTHRIDGE VIDEO",SILVER,701,"BOXED GAMES",7,"GAMES AND TOYS",2.75,5.39,"2016-02-10 00:00:00",USD,1
406008,6,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,72,4,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","NT WIRELESS BLUETOOTH STEREO HEADPHONES E102 BLUE","NORTHWIND TRADERS",BLUE,106,"BLUETOOTH HEADPHONES",1,AUDIO,22.05,47.95,"2016-02-10 00:00:00",USD,1
406008,7,"2016-02-10 00:00:00","2016-02-10 00:00:00",1827243,66,305,4,USD,0,FEMALE,"CAROLYN MAJOR","CORPUS CHRISTI",TX,TEXAS,"UNITED STATES","NORTH AMERICA","1978-03-03 00:00:00",46,"UNITED STATES",WYOMING,"2014-01-01 00:00:00","SV CAR VIDEO LCD7 M7001 BLACK","SOUTHRIDGE VIDEO",BLACK,205,"CAR VIDEO",2,"TV AND VIDEO",151.3,329,"2016-02-10 00:00:00",USD,1
406009,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",332217,8,537,3,CAD,0,FEMALE,"MARGARET WEST",INVERARY,ON,ONTARIO,CANADA,"NORTH AMERICA","1992-04-02 00:00:00",32,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","WWI LCD17W E200 WHITE","WIDE WORLD IMPORTERS",WHITE,304,MONITORS,3,COMPUTERS,65.77,129,"2016-02-10 00:00:00",CAD,1.3859
406010,1,"2016-02-10 00:00:00","2016-02-10 00:00:00",490481,20,1605,3,EUR,0,FEMALE,"DOREEN ABEND",EGMATING,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1979-01-31 00:00:00",45,GERMANY,BRANDENBURG,"2012-12-15 00:00:00","SV DVD 15-INCH PLAYER PORTABLE L200 BLACK","SOUTHRIDGE VIDEO",BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",96.08,289.99,"2016-02-10 00:00:00",EUR,0.8883
406010,2,"2016-02-10 00:00:00","2016-02-10 00:00:00",490481,20,1593,3,EUR,0,FEMALE,"DOREEN ABEND",EGMATING,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1979-01-31 00:00:00",45,GERMANY,BRANDENBURG,"2012-12-15 00:00:00","SV DVD 58 DVD STORAGE BINDER M55 RED","SOUTHRIDGE VIDEO",RED,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",6.39,13.89,"2016-02-10 00:00:00",EUR,0.8883
406010,3,"2016-02-10 00:00:00","2016-02-10 00:00:00",490481,20,2436,2,EUR,0,FEMALE,"DOREEN ABEND",EGMATING,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1979-01-31 00:00:00",45,GERMANY,BRANDENBURG,"2012-12-15 00:00:00","LITWARE 14" HIGH VELOCITY FLOOR FAN E801 WHITE",LITWARE,WHITE,808,FANS,8,"HOME APPLIANCES",22.94,44.99,"2016-02-10 00:00:00",EUR,0.8883
406010,4,"2016-02-10 00:00:00","2016-02-10 00:00:00",490481,20,2168,1,EUR,0,FEMALE,"DOREEN ABEND",EGMATING,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1979-01-31 00:00:00",45,GERMANY,BRANDENBURG,"2012-12-15 00:00:00","FABRIKAM COFFEE MAKER 5C E090 BLACK",FABRIKAM,BLACK,805,"COFFEE MACHINES",8,"HOME APPLIANCES",75.96,149,"2016-02-10 00:00:00",EUR,0.8883
407000,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",526411,19,1369,3,EUR,0,MALE,"LUKAS KRUEGER",SCHWEBHEIM,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1943-05-19 00:00:00",81,GERMANY,BERLIN,"2015-04-04 00:00:00","CONTOSO EXPANDABLE 4-HANDSET CORDLESS PHONE SYSTEM M206 WHITE",CONTOSO,WHITE,501,"HOME & OFFICE PHONES",5,"CELL PHONES",20.15,43.81,"2016-02-11 00:00:00",EUR,0.8813
407000,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",526411,19,150,3,EUR,0,MALE,"LUKAS KRUEGER",SCHWEBHEIM,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1943-05-19 00:00:00",81,GERMANY,BERLIN,"2015-04-04 00:00:00","ADVENTURE WORKS 40" LCD HDTV M690 BLACK","ADVENTURE WORKS",BLACK,201,TELEVISIONS,2,"TV AND VIDEO",392.6,1184.97,"2016-02-11 00:00:00",EUR,0.8813
407001,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",993480,37,1008,3,GBP,0,FEMALE,"TEGAN HANCOCK","ULCAT ROW",EDEN,EDEN,"UNITED KINGDOM",EUROPE,"1966-09-21 00:00:00",57,"UNITED KINGDOM",AYRSHIRE,"2005-03-04 00:00:00","A. DATUM CONSUMER DIGITAL CAMERA M300 ORANGE","A. DATUM",ORANGE,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",84.84,184.5,"2016-02-11 00:00:00",GBP,0.6939
407001,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",993480,37,1606,1,GBP,0,FEMALE,"TEGAN HANCOCK","ULCAT ROW",EDEN,EDEN,"UNITED KINGDOM",EUROPE,"1966-09-21 00:00:00",57,"UNITED KINGDOM",AYRSHIRE,"2005-03-04 00:00:00","SV DVD 9-INCH PLAYER PORTABLE M300 SILVER","SOUTHRIDGE VIDEO",SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",73.57,159.99,"2016-02-11 00:00:00",GBP,0.6939
407001,3,"2016-02-11 00:00:00","2016-02-11 00:00:00",993480,37,1446,7,GBP,0,FEMALE,"TEGAN HANCOCK","ULCAT ROW",EDEN,EDEN,"UNITED KINGDOM",EUROPE,"1966-09-21 00:00:00",57,"UNITED KINGDOM",AYRSHIRE,"2005-03-04 00:00:00","THE PHONE COMPANY TOUCH SCREEN PHONES 4-WIRE/ON-WALL M302 GOLD","THE PHONE COMPANY",GOLD,503,"TOUCH SCREEN PHONES",5,"CELL PHONES",132.9,289,"2016-02-11 00:00:00",GBP,0.6939
407002,1,"2016-02-11 00:00:00","2016-02-16 00:00:00",1342915,0,1092,8,USD,5,FEMALE,"MARYANN EDMONDS",SOUTHFIELD,MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1988-09-22 00:00:00",35,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO SLR CAMERA X144 GOLD",CONTOSO,GOLD,402,"DIGITAL SLR CAMERAS",4,"CAMERAS AND CAMCORDERS",222.98,673,"2016-02-11 00:00:00",USD,1
407003,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",960606,38,1743,1,GBP,0,FEMALE,"SIENNA FREEMAN",SALTBY,MELTON,MELTON,"UNITED KINGDOM",EUROPE,"1937-11-08 00:00:00",86,"UNITED KINGDOM",BELFAST,"2015-04-04 00:00:00","MGS COMBAT FLIGHT SIMULATOR 3 E119","TAILSPIN TOYS",BLUE,702,"DOWNLOAD GAMES",7,"GAMES AND TOYS",14.28,28,"2016-02-11 00:00:00",GBP,0.6939
407003,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",960606,38,2033,1,GBP,0,FEMALE,"SIENNA FREEMAN",SALTBY,MELTON,MELTON,"UNITED KINGDOM",EUROPE,"1937-11-08 00:00:00",86,"UNITED KINGDOM",BELFAST,"2015-04-04 00:00:00","LITWARE MICROWAVE 1.6CUFT M125 GREY",LITWARE,GREY,803,MICROWAVES,8,"HOME APPLIANCES",82.77,179.99,"2016-02-11 00:00:00",GBP,0.6939
407003,3,"2016-02-11 00:00:00","2016-02-11 00:00:00",960606,38,114,1,GBP,0,FEMALE,"SIENNA FREEMAN",SALTBY,MELTON,MELTON,"UNITED KINGDOM",EUROPE,"1937-11-08 00:00:00",86,"UNITED KINGDOM",BELFAST,"2015-04-04 00:00:00","WWI WIRELESS TRANSMITTER AND BLUETOOTH HEADPHONES X250 RED","WIDE WORLD IMPORTERS",RED,106,"BLUETOOTH HEADPHONES",1,AUDIO,82.83,249.99,"2016-02-11 00:00:00",GBP,0.6939
407004,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",307767,10,1674,2,CAD,0,FEMALE,"CRISSY MCCOLLUM",BEETON,ON,ONTARIO,CANADA,"NORTH AMERICA","1944-04-19 00:00:00",80,CANADA,NUNAVUT,"2015-04-04 00:00:00","MGS HAND GAMES FOR STUDENTS E400 RED","TAILSPIN TOYS",RED,701,"BOXED GAMES",7,"GAMES AND TOYS",3.56,6.99,"2016-02-11 00:00:00",CAD,1.3961
407004,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",307767,10,1361,5,CAD,0,FEMALE,"CRISSY MCCOLLUM",BEETON,ON,ONTARIO,CANADA,"NORTH AMERICA","1944-04-19 00:00:00",80,CANADA,NUNAVUT,"2015-04-04 00:00:00","CONTOSO BEHIND CENTREX X15 WHITE",CONTOSO,WHITE,501,"HOME & OFFICE PHONES",5,"CELL PHONES",16.56,49.99,"2016-02-11 00:00:00",CAD,1.3961
407004,3,"2016-02-11 00:00:00","2016-02-11 00:00:00",307767,10,1667,1,CAD,0,FEMALE,"CRISSY MCCOLLUM",BEETON,ON,ONTARIO,CANADA,"NORTH AMERICA","1944-04-19 00:00:00",80,CANADA,NUNAVUT,"2015-04-04 00:00:00","MGS HAND GAMES FOR KIDS E300 BLACK","TAILSPIN TOYS",BLACK,701,"BOXED GAMES",7,"GAMES AND TOYS",2.8,5.5,"2016-02-11 00:00:00",CAD,1.3961
407005,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",2043928,59,597,2,USD,0,FEMALE,"POPPY ROTTON",BEAVERTON,OR,OREGON,"UNITED STATES","NORTH AMERICA","1937-05-05 00:00:00",87,"UNITED STATES",OREGON,"2012-08-08 00:00:00","CONTOSO SCREEN 85IN E085 WHITE",CONTOSO,WHITE,305,"PROJECTORS & SCREENS",3,COMPUTERS,70.87,139,"2016-02-11 00:00:00",USD,1
407005,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",2043928,59,2501,2,USD,0,FEMALE,"POPPY ROTTON",BEAVERTON,OR,OREGON,"UNITED STATES","NORTH AMERICA","1937-05-05 00:00:00",87,"UNITED STATES",OREGON,"2012-08-08 00:00:00","CONTOSO PHONE TOUGH SKIN CASE E140 PINK",CONTOSO,PINK,505,"CELL PHONES ACCESSORIES",5,"CELL PHONES",12.09,23.72,"2016-02-11 00:00:00",USD,1
407005,3,"2016-02-11 00:00:00","2016-02-11 00:00:00",2043928,59,523,1,USD,0,FEMALE,"POPPY ROTTON",BEAVERTON,OR,OREGON,"UNITED STATES","NORTH AMERICA","1937-05-05 00:00:00",87,"UNITED STATES",OREGON,"2012-08-08 00:00:00","WWI LCD19 E107 BLACK","WIDE WORLD IMPORTERS",BLACK,304,MONITORS,3,COMPUTERS,70.87,139,"2016-02-11 00:00:00",USD,1
407005,4,"2016-02-11 00:00:00","2016-02-11 00:00:00",2043928,59,327,3,USD,0,FEMALE,"POPPY ROTTON",BEAVERTON,OR,OREGON,"UNITED STATES","NORTH AMERICA","1937-05-05 00:00:00",87,"UNITED STATES",OREGON,"2012-08-08 00:00:00","SV CAR VIDEO TFT6.2W E6280 BROWN","SOUTHRIDGE VIDEO",BROWN,205,"CAR VIDEO",2,"TV AND VIDEO",142.24,279,"2016-02-11 00:00:00",USD,1
407005,5,"2016-02-11 00:00:00","2016-02-11 00:00:00",2043928,59,81,6,USD,0,FEMALE,"POPPY ROTTON",BEAVERTON,OR,OREGON,"UNITED STATES","NORTH AMERICA","1937-05-05 00:00:00",87,"UNITED STATES",OREGON,"2012-08-08 00:00:00","NT WIRELESS BLUETOOTH STEREO HEADPHONES E302 BLACK","NORTHWIND TRADERS",BLACK,106,"BLUETOOTH HEADPHONES",1,AUDIO,18.65,40.55,"2016-02-11 00:00:00",USD,1
407006,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",516663,27,1018,4,EUR,0,MALE,"ULRICH LEHMANN","REUTLINGEN BURGHOLZ",BW,BADEN-WÜRTTEMBERG,GERMANY,EUROPE,"1959-12-20 00:00:00",64,GERMANY,SACHSEN-ANHALT,"2008-08-08 00:00:00","A. DATUM ALL IN ONE DIGITAL CAMERA M200 GREEN","A. DATUM",GREEN,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",86.45,188,"2016-02-11 00:00:00",EUR,0.8813
407006,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",516663,27,957,1,EUR,0,MALE,"ULRICH LEHMANN","REUTLINGEN BURGHOLZ",BW,BADEN-WÜRTTEMBERG,GERMANY,EUROPE,"1959-12-20 00:00:00",64,GERMANY,SACHSEN-ANHALT,"2008-08-08 00:00:00","A. DATUM FULL FRAME DIGITAL CAMERA X300 BLACK","A. DATUM",BLACK,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",76.53,231,"2016-02-11 00:00:00",EUR,0.8813
407007,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",224111,10,151,1,CAD,0,FEMALE,"IRENE CARDOZA",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1977-10-14 00:00:00",46,CANADA,NUNAVUT,"2015-04-04 00:00:00","ADVENTURE WORKS 40" LCD HDTV M690 WHITE","ADVENTURE WORKS",WHITE,201,TELEVISIONS,2,"TV AND VIDEO",392.6,1184.97,"2016-02-11 00:00:00",CAD,1.3961
407007,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",224111,10,1845,3,CAD,0,FEMALE,"IRENE CARDOZA",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1977-10-14 00:00:00",46,CANADA,NUNAVUT,"2015-04-04 00:00:00","LITWARE WASHER & DRYER 21IN E214 GREEN",LITWARE,GREEN,801,"WASHERS & DRYERS",8,"HOME APPLIANCES",815.22,1599,"2016-02-11 00:00:00",CAD,1.3961
407007,3,"2016-02-11 00:00:00","2016-02-11 00:00:00",224111,10,1675,1,CAD,0,FEMALE,"IRENE CARDOZA",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1977-10-14 00:00:00",46,CANADA,NUNAVUT,"2015-04-04 00:00:00","MGS HAND GAMES MEN M300 RED","TAILSPIN TOYS",RED,701,"BOXED GAMES",7,"GAMES AND TOYS",3.17,6.89,"2016-02-11 00:00:00",CAD,1.3961
407007,4,"2016-02-11 00:00:00","2016-02-11 00:00:00",224111,10,1578,1,CAD,0,FEMALE,"IRENE CARDOZA",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1977-10-14 00:00:00",46,CANADA,NUNAVUT,"2015-04-04 00:00:00","SV DVD RECORDER L210 SILVER","SOUTHRIDGE VIDEO",SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-02-11 00:00:00",CAD,1.3961
407009,1,"2016-02-11 00:00:00","2016-02-11 00:00:00",367131,9,1863,6,CAD,0,FEMALE,"HEATHER HENDERSON",BELLEVILLE,ON,ONTARIO,CANADA,"NORTH AMERICA","1941-01-20 00:00:00",83,CANADA,"NORTHWEST TERRITORIES","2005-03-04 00:00:00","NT WASHER & DRYER 25.5IN M2550 GREEN","NORTHWIND TRADERS",GREEN,801,"WASHERS & DRYERS",8,"HOME APPLIANCES",915.08,1989.9,"2016-02-11 00:00:00",CAD,1.3961
407009,2,"2016-02-11 00:00:00","2016-02-11 00:00:00",367131,9,385,1,CAD,0,FEMALE,"HEATHER HENDERSON",BELLEVILLE,ON,ONTARIO,CANADA,"NORTH AMERICA","1941-01-20 00:00:00",83,CANADA,"NORTHWEST TERRITORIES","2005-03-04 00:00:00","ADVENTURE WORKS LAPTOP8.9 E0890 RED","ADVENTURE WORKS",RED,301,LAPTOPS,3,COMPUTERS,166.2,326,"2016-02-11 00:00:00",CAD,1.3961
407010,1,"2016-02-11 00:00:00","2016-02-14 00:00:00",1380756,0,1580,1,USD,3,MALE,"OWEN MILLER","GRAND RAPIDS",MI,MICHIGAN,"UNITED STATES","NORTH AMERICA","1978-12-09 00:00:00",45,ONLINE,ONLINE,"2010-01-01 00:00:00","SV DVD RECORDER L230 GREY","SOUTHRIDGE VIDEO",GREY,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-02-11 00:00:00",USD,1
